input_id,DB_ID,drug_name,isomeric_smiles,inchi,inchikey,iupac_name,entrez,hgnc_symbol,description,gene_type,pchembl_count,ave_pchembl,src_count,pubchem,chembl,bindingdb,stitch,ctd,dtc,otp,drugcentral,drugbank
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,23214,XPO6,exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,440387,CTRB2,chymotrypsinogen B2 [Source:HGNC Symbol;Acc:HGNC:2522],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,83886,PRSS27,serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,28983,TMPRSS11E,transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,2147,F2,"coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]",protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,5644,PRSS1,serine protease 1 [Source:HGNC Symbol;Acc:HGNC:9475],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,5340,PLG,plasminogen [Source:HGNC Symbol;Acc:HGNC:9071],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,5653,KLK6,kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,5566,PRKACA,protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,10073,SNUPN,snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,5655,KLK10,kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,3817,KLK2,kallikrein related peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6363],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,354,KLK3,kallikrein related peptidase 3 [Source:HGNC Symbol;Acc:HGNC:6364],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,5652,PRSS8,serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,4018,LPA,lipoprotein(a) [Source:HGNC Symbol;Acc:HGNC:6667],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
996,DB03255,phenol,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol,9622,KLK4,kallikrein related peptidase 4 [Source:HGNC Symbol;Acc:HGNC:6365],protein_coding,0,Sources do not provide activity data,1,0,0,0,1,0,0,0,0,0
